transcript_id	gene_id	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
transcript45444	HORVU.RGT_PLANET.PROJ.6HG00537230	0.00	0.37	0.00	0.00	0.00	0.00
transcript45445	HORVU.RGT_PLANET.PROJ.6HG00537240	0.00	0.00	0.00	0.00	0.00	0.00
transcript45447	HORVU.RGT_PLANET.PROJ.6HG00537270	0.00	0.00	0.00	0.00	0.00	0.00
transcript45448	HORVU.RGT_PLANET.PROJ.6HG00537280	0.00	0.00	0.03	0.00	0.00	0.00
transcript45449	HORVU.RGT_PLANET.PROJ.6HG00537290	0.59	0.48	0.63	0.00	0.03	0.13
transcript45452	HORVU.RGT_PLANET.PROJ.6HG00537340	0.00	0.00	0.00	0.00	0.00	0.00
transcript45457	HORVU.RGT_PLANET.PROJ.6HG00537390	0.00	0.06	0.17	0.00	0.00	0.00
transcript45459	HORVU.RGT_PLANET.PROJ.6HG00537410	0.00	0.00	0.00	0.00	0.00	0.00
transcript45460	HORVU.RGT_PLANET.PROJ.6HG00537440	0.06	0.00	0.00	0.00	0.05	0.05
transcript45461	HORVU.RGT_PLANET.PROJ.6HG00537450	0.00	0.00	0.00	0.00	0.00	0.00
transcript45463	HORVU.RGT_PLANET.PROJ.6HG00537480	0.00	0.00	0.00	0.00	0.00	0.00
transcript45464	HORVU.RGT_PLANET.PROJ.6HG00537490	0.00	0.00	0.00	0.00	0.00	0.00
transcript45472	HORVU.RGT_PLANET.PROJ.6HG00537660	0.52	0.70	2.07	0.13	0.10	0.23
transcript45473	HORVU.RGT_PLANET.PROJ.6HG00537680	0.00	0.00	0.00	0.00	0.00	0.00
transcript45481	HORVU.RGT_PLANET.PROJ.6HG00537750	0.00	0.00	0.00	0.00	0.00	0.00
transcript45482	HORVU.RGT_PLANET.PROJ.6HG00537760	0.00	0.00	0.00	0.00	0.00	0.00
transcript45483	HORVU.RGT_PLANET.PROJ.6HG00537770	0.00	0.00	0.00	0.00	0.00	0.00
transcript45488	HORVU.RGT_PLANET.PROJ.6HG00537830	1.78	1.31	1.75	0.89	0.48	1.21
transcript45496	HORVU.RGT_PLANET.PROJ.6HG00537900	0.00	0.00	0.00	0.00	0.00	0.00
transcript45497	HORVU.RGT_PLANET.PROJ.6HG00537910	0.00	0.00	0.00	0.00	0.00	0.00
transcript45502	HORVU.RGT_PLANET.PROJ.6HG00537960	1.15	2.07	1.51	0.99	0.84	0.99
transcript45503	HORVU.RGT_PLANET.PROJ.6HG00537980	0.00	0.00	0.00	0.00	0.00	0.00
transcript45506	HORVU.RGT_PLANET.PROJ.6HG00538020	0.00	0.00	0.00	0.00	0.00	0.00
transcript45507	HORVU.RGT_PLANET.PROJ.6HG00538030	0.00	0.00	0.00	0.00	0.00	0.00
transcript45513	HORVU.RGT_PLANET.PROJ.6HG00538080	0.00	0.00	0.00	0.00	0.00	0.00
transcript45518	HORVU.RGT_PLANET.PROJ.6HG00538130	0.00	0.00	0.00	0.00	0.00	0.00
transcript45520	HORVU.RGT_PLANET.PROJ.6HG00538150	0.00	0.00	0.00	0.00	0.00	0.00
transcript45522	HORVU.RGT_PLANET.PROJ.6HG00538170	0.00	0.00	0.00	0.00	0.00	0.00
transcript45530	HORVU.RGT_PLANET.PROJ.6HG00538310	0.00	0.00	0.00	0.00	0.00	0.00
transcript45531	HORVU.RGT_PLANET.PROJ.6HG00538320	0.00	0.00	0.00	0.00	0.00	0.00
transcript45532	HORVU.RGT_PLANET.PROJ.6HG00538330	0.00	0.00	0.00	0.00	0.00	0.00
transcript45533	HORVU.RGT_PLANET.PROJ.6HG00538350	0.00	0.00	0.00	0.00	0.00	0.00
transcript45534	HORVU.RGT_PLANET.PROJ.6HG00538360	0.00	0.00	0.00	0.00	0.00	0.00
transcript45537	HORVU.RGT_PLANET.PROJ.6HG00538390	0.00	0.00	0.00	0.00	0.00	0.00
transcript45543	HORVU.RGT_PLANET.PROJ.6HG00538470	0.00	0.00	0.00	0.00	0.00	0.00
transcript45548	HORVU.RGT_PLANET.PROJ.6HG00538520	0.00	0.00	0.00	0.00	0.00	0.00
transcript45550	HORVU.RGT_PLANET.PROJ.6HG00538550	0.00	0.00	0.00	0.00	0.00	0.00
transcript45551	HORVU.RGT_PLANET.PROJ.6HG00538560	0.04	0.05	0.09	0.04	0.04	0.00
transcript45552	HORVU.RGT_PLANET.PROJ.6HG00538570	0.00	0.00	0.00	0.00	0.00	0.00
transcript45553	HORVU.RGT_PLANET.PROJ.6HG00538580	0.00	0.00	0.00	0.00	0.00	0.00
transcript45554	HORVU.RGT_PLANET.PROJ.6HG00538590	0.00	0.00	0.00	0.00	0.00	0.00
transcript45556	HORVU.RGT_PLANET.PROJ.6HG00538640	0.59	0.53	1.02	0.68	0.71	0.81
transcript45557	HORVU.RGT_PLANET.PROJ.6HG00538650	0.00	0.00	0.00	0.00	0.00	0.00
transcript45559	HORVU.RGT_PLANET.PROJ.6HG00538690	0.00	0.00	0.00	0.00	0.00	0.00
transcript45560	HORVU.RGT_PLANET.PROJ.6HG00538700	0.00	0.00	0.00	0.00	0.00	0.00
transcript45567	HORVU.RGT_PLANET.PROJ.6HG00538740	0.00	0.00	0.00	0.00	0.00	0.00
transcript45568	HORVU.RGT_PLANET.PROJ.6HG00538760	0.00	0.00	0.00	0.00	0.00	0.00
transcript45569	HORVU.RGT_PLANET.PROJ.6HG00538790	0.24	0.34	0.18	0.06	0.12	0.00
transcript45576	HORVU.RGT_PLANET.PROJ.6HG00538870	0.00	0.00	0.00	0.00	0.00	0.00
transcript45577	HORVU.RGT_PLANET.PROJ.6HG00538890	0.00	0.00	0.00	0.00	0.00	0.00
transcript45581	HORVU.RGT_PLANET.PROJ.6HG00538930	0.66	1.82	2.40	5.69	3.74	4.43
transcript45583	HORVU.RGT_PLANET.PROJ.6HG00538960	0.00	0.00	0.00	0.00	0.00	0.00
transcript45585	HORVU.RGT_PLANET.PROJ.6HG00538990	0.00	0.00	0.00	0.00	0.00	0.00
transcript45587	HORVU.RGT_PLANET.PROJ.6HG00539020	0.00	0.00	0.00	0.00	0.00	0.00
transcript45590	HORVU.RGT_PLANET.PROJ.6HG00539040	0.00	0.00	0.00	0.00	0.00	0.00
transcript45591	HORVU.RGT_PLANET.PROJ.6HG00539050	0.00	0.00	0.00	0.00	0.00	0.00
transcript45597	HORVU.RGT_PLANET.PROJ.6HG00539100	0.00	0.00	0.00	0.00	0.00	0.00
transcript45601	HORVU.RGT_PLANET.PROJ.6HG00539130	0.43	0.49	0.26	0.22	0.03	0.28
transcript45602	HORVU.RGT_PLANET.PROJ.6HG00539150	0.00	0.00	0.00	0.00	0.00	0.00
transcript45611	HORVU.RGT_PLANET.PROJ.6HG00539200	0.00	0.00	0.00	0.31	0.19	0.27
transcript45616	HORVU.RGT_PLANET.PROJ.6HG00539250	0.00	0.00	0.00	0.00	0.00	0.00
transcript45619	HORVU.RGT_PLANET.PROJ.6HG00539280	0.00	0.00	0.00	1.16	0.00	0.00
transcript45624	HORVU.RGT_PLANET.PROJ.6HG00539330	0.00	0.00	0.00	0.00	1.52	0.98
transcript45629	HORVU.RGT_PLANET.PROJ.6HG00539370	0.00	0.04	0.03	0.04	0.09	0.08
transcript45630	HORVU.RGT_PLANET.PROJ.6HG00539380	2.15	0.90	3.22	0.08	0.23	0.11
transcript45631	HORVU.RGT_PLANET.PROJ.6HG00539400	0.00	0.00	0.00	0.00	0.00	0.00
transcript45634	HORVU.RGT_PLANET.PROJ.6HG00539420	0.18	1.25	0.00	1.05	1.30	1.09
transcript45636	HORVU.RGT_PLANET.PROJ.6HG00539430	1.72	2.79	4.08	3.15	2.80	3.86
transcript45639	HORVU.RGT_PLANET.PROJ.6HG00539500	0.00	0.00	0.00	0.00	0.00	0.00
transcript45640	HORVU.RGT_PLANET.PROJ.6HG00539520	0.00	0.00	0.00	0.00	0.00	0.00
transcript45642	HORVU.RGT_PLANET.PROJ.6HG00539540	0.09	0.11	0.00	0.00	0.00	0.00
transcript45643	HORVU.RGT_PLANET.PROJ.6HG00539550	0.00	0.00	0.00	0.00	0.00	0.00
transcript45644	HORVU.RGT_PLANET.PROJ.6HG00539560	0.00	0.00	0.00	0.00	0.00	0.00
transcript45647	HORVU.RGT_PLANET.PROJ.6HG00539590	0.00	0.00	0.00	0.00	0.18	0.23
transcript45648	HORVU.RGT_PLANET.PROJ.6HG00539610	0.03	0.03	0.00	0.02	0.00	0.07
transcript45653	HORVU.RGT_PLANET.PROJ.6HG00539650	0.00	0.00	0.00	0.00	0.00	0.00
transcript45654	HORVU.RGT_PLANET.PROJ.6HG00539660	0.00	0.00	0.00	0.00	0.00	0.00
transcript45655	HORVU.RGT_PLANET.PROJ.6HG00539680	0.00	0.00	0.08	0.03	0.00	0.00
transcript45659	HORVU.RGT_PLANET.PROJ.6HG00539770	0.00	0.00	0.00	0.00	0.00	0.00
transcript45666	HORVU.RGT_PLANET.PROJ.6HG00539820	0.00	0.00	0.00	0.00	0.00	0.00
transcript45668	HORVU.RGT_PLANET.PROJ.6HG00539860	0.00	0.00	0.00	0.00	0.00	0.00
transcript45671	HORVU.RGT_PLANET.PROJ.6HG00539900	0.00	0.00	0.00	0.03	0.00	0.00
transcript45678	HORVU.RGT_PLANET.PROJ.6HG00539970	0.00	0.00	0.00	0.00	0.00	0.00
transcript45680	HORVU.RGT_PLANET.PROJ.6HG00540000	0.00	0.00	0.00	0.00	0.03	0.07
transcript45681	HORVU.RGT_PLANET.PROJ.6HG00540010	0.00	0.00	0.00	0.00	0.00	0.00
transcript45683	HORVU.RGT_PLANET.PROJ.6HG00540040	0.59	1.19	0.98	0.03	0.10	0.10
transcript45691	HORVU.RGT_PLANET.PROJ.6HG00540160	0.56	0.29	0.64	1.36	1.49	1.48
transcript45692	HORVU.RGT_PLANET.PROJ.6HG00540170	0.01	0.09	0.00	0.65	0.78	0.86
transcript45693	HORVU.RGT_PLANET.PROJ.6HG00540200	0.00	0.00	0.00	0.00	0.00	0.00
transcript45695	HORVU.RGT_PLANET.PROJ.6HG00540220	0.00	0.00	0.00	0.00	0.00	0.00
transcript45703	HORVU.RGT_PLANET.PROJ.6HG00540290	0.00	0.00	0.00	0.00	0.00	0.00
transcript45705	HORVU.RGT_PLANET.PROJ.6HG00540310	7.30	2.41	5.27	0.22	0.06	0.28
transcript45708	HORVU.RGT_PLANET.PROJ.6HG00540350	0.00	0.00	0.00	0.00	0.00	0.00
transcript45712	HORVU.RGT_PLANET.PROJ.6HG00540400	0.00	0.00	0.00	0.00	0.00	0.00
transcript45713	HORVU.RGT_PLANET.PROJ.6HG00540410	0.13	0.01	0.09	0.06	0.01	0.13
transcript45714	HORVU.RGT_PLANET.PROJ.6HG00540450	1.67	1.27	1.52	0.52	0.23	0.36
transcript45719	HORVU.RGT_PLANET.PROJ.6HG00540540	0.00	0.00	0.00	0.00	0.00	0.00
transcript45724	HORVU.RGT_PLANET.PROJ.6HG00540610	0.00	0.00	0.00	0.00	0.00	0.00
transcript45725	HORVU.RGT_PLANET.PROJ.6HG00540620	0.00	0.00	0.00	0.00	0.00	0.00
transcript45730	HORVU.RGT_PLANET.PROJ.6HG00540670	0.00	0.00	0.00	0.00	0.00	0.00
transcript45734	HORVU.RGT_PLANET.PROJ.6HG00540710	0.00	0.00	0.00	0.00	0.00	0.00
transcript45735	HORVU.RGT_PLANET.PROJ.6HG00540720	0.00	0.00	0.00	0.00	0.00	0.00
transcript45737	HORVU.RGT_PLANET.PROJ.6HG00540740	0.00	0.00	0.00	0.00	0.00	0.00
transcript45738	HORVU.RGT_PLANET.PROJ.6HG00540750	0.00	0.00	0.00	0.00	0.00	0.00
transcript45739	HORVU.RGT_PLANET.PROJ.6HG00540770	0.15	0.17	0.00	0.87	1.21	0.64
transcript45742	HORVU.RGT_PLANET.PROJ.6HG00540820	0.00	0.00	0.00	0.00	0.00	0.00
transcript45743	HORVU.RGT_PLANET.PROJ.6HG00540830	0.00	0.00	0.00	0.00	0.00	0.00
transcript45744	HORVU.RGT_PLANET.PROJ.6HG00540840	0.00	0.03	0.00	0.15	0.06	0.04
transcript45745	HORVU.RGT_PLANET.PROJ.6HG00540850	0.00	0.00	0.00	0.00	0.00	0.00
transcript45748	HORVU.RGT_PLANET.PROJ.6HG00540880	0.34	0.17	0.16	0.63	0.62	0.47
transcript45754	HORVU.RGT_PLANET.PROJ.6HG00540930	0.28	0.32	0.40	0.34	0.32	0.20
transcript45755	HORVU.RGT_PLANET.PROJ.6HG00540950	0.00	0.00	0.00	0.00	0.00	0.00
transcript45759	HORVU.RGT_PLANET.PROJ.6HG00540990	0.87	0.31	0.48	0.45	0.38	0.92
transcript45763	HORVU.RGT_PLANET.PROJ.6HG00541040	7.23	8.63	11.25	0.70	0.38	1.85
transcript45770	HORVU.RGT_PLANET.PROJ.6HG00541110	0.00	0.00	0.00	0.00	0.00	0.00
transcript45773	HORVU.RGT_PLANET.PROJ.6HG00541140	0.00	0.00	0.00	0.00	0.00	0.02
transcript45777	HORVU.RGT_PLANET.PROJ.6HG00541160	0.00	0.06	0.00	0.00	0.05	0.00
transcript45778	HORVU.RGT_PLANET.PROJ.6HG00541180	0.00	0.00	0.00	0.00	0.00	0.00
transcript45779	HORVU.RGT_PLANET.PROJ.6HG00541200	0.00	0.00	0.00	0.00	0.00	0.00
transcript45782	HORVU.RGT_PLANET.PROJ.6HG00541210	0.06	0.07	0.00	0.00	0.00	0.00
transcript45783	HORVU.RGT_PLANET.PROJ.6HG00541230	0.00	0.00	0.00	0.00	0.00	0.00
transcript45784	HORVU.RGT_PLANET.PROJ.6HG00541240	0.29	0.26	0.20	0.11	0.34	0.11
transcript45793	HORVU.RGT_PLANET.PROJ.6HG00541360	0.00	0.00	0.86	4.31	10.08	4.48
transcript45795	HORVU.RGT_PLANET.PROJ.6HG00541430	0.00	0.00	0.00	0.00	0.00	0.00
transcript45796	HORVU.RGT_PLANET.PROJ.6HG00541440	0.00	0.00	0.00	0.00	0.00	0.00
transcript45797	HORVU.RGT_PLANET.PROJ.6HG00541480	0.88	1.03	1.29	0.25	0.23	1.26
transcript45802	HORVU.RGT_PLANET.PROJ.6HG00541550	0.00	0.00	0.00	0.00	0.00	0.00
transcript45803	HORVU.RGT_PLANET.PROJ.6HG00541580	0.77	1.86	0.60	0.63	0.57	0.35
transcript45805	HORVU.RGT_PLANET.PROJ.6HG00541620	0.00	0.00	0.00	0.00	0.00	0.00
transcript45810	HORVU.RGT_PLANET.PROJ.6HG00541660	0.00	0.00	0.00	0.00	0.00	0.00
transcript45812	HORVU.RGT_PLANET.PROJ.6HG00541700	0.00	0.00	0.00	0.00	0.00	0.00
transcript45826	HORVU.RGT_PLANET.PROJ.6HG00541820	0.83	0.29	0.69	0.10	0.14	0.24
transcript45827	HORVU.RGT_PLANET.PROJ.6HG00541830	1.44	1.56	2.22	1.35	1.34	1.38
transcript45828	HORVU.RGT_PLANET.PROJ.6HG00541830	0.00	0.00	0.00	0.00	0.00	0.00
transcript45829	HORVU.RGT_PLANET.PROJ.6HG00541840	0.55	0.26	0.32	0.17	0.16	0.12
transcript45838	HORVU.RGT_PLANET.PROJ.6HG00541950	0.96	0.63	2.44	0.94	0.70	0.70
transcript45844	HORVU.RGT_PLANET.PROJ.6HG00542060	0.88	2.54	1.59	0.60	0.93	0.74
transcript45845	HORVU.RGT_PLANET.PROJ.6HG00542070	0.00	0.00	0.00	0.00	0.00	0.00
transcript45847	HORVU.RGT_PLANET.PROJ.6HG00542110	0.23	0.99	0.54	0.00	0.03	0.00
transcript45851	HORVU.RGT_PLANET.PROJ.6HG00542150	13.18	10.96	9.66	3.44	2.34	3.64
transcript45852	HORVU.RGT_PLANET.PROJ.6HG00542170	0.97	0.81	1.49	0.46	0.55	0.49
transcript45853	HORVU.RGT_PLANET.PROJ.6HG00542180	0.07	0.08	0.13	0.09	0.10	0.00
transcript45856	HORVU.RGT_PLANET.PROJ.6HG00542230	0.00	0.00	0.00	0.00	0.00	0.00
transcript45857	HORVU.RGT_PLANET.PROJ.6HG00542240	0.00	0.00	0.00	0.00	0.00	0.00
transcript45866	HORVU.RGT_PLANET.PROJ.6HG00542310	0.00	0.00	0.00	0.00	0.00	0.00
transcript45867	HORVU.RGT_PLANET.PROJ.6HG00542320	0.31	0.00	0.24	0.30	0.00	0.53
transcript45869	HORVU.RGT_PLANET.PROJ.6HG00542340	0.45	1.10	1.09	0.43	0.39	0.27
transcript45870	HORVU.RGT_PLANET.PROJ.6HG00542350	0.00	0.06	0.00	0.05	0.00	0.05
transcript45871	HORVU.RGT_PLANET.PROJ.6HG00542360	0.00	0.00	0.00	0.00	0.00	0.00
transcript45875	HORVU.RGT_PLANET.PROJ.6HG00542400	0.00	0.00	0.00	0.14	0.00	0.15
transcript45877	HORVU.RGT_PLANET.PROJ.6HG00542420	1.39	2.77	4.52	0.00	0.37	0.71
transcript45892	HORVU.RGT_PLANET.PROJ.6HG00542600	0.89	0.94	1.56	0.21	0.42	0.79
transcript45895	HORVU.RGT_PLANET.PROJ.6HG00542640	0.00	0.00	0.00	0.00	0.00	0.00
transcript45897	HORVU.RGT_PLANET.PROJ.6HG00542650	0.11	0.06	0.33	0.00	0.00	0.00
transcript45898	HORVU.RGT_PLANET.PROJ.6HG00542660	0.00	0.00	0.00	0.00	0.00	0.00
transcript45904	HORVU.RGT_PLANET.PROJ.6HG00542710	0.00	0.00	0.00	0.00	0.00	0.00
transcript45905	HORVU.RGT_PLANET.PROJ.6HG00542730	0.00	0.00	0.00	0.00	0.00	0.00
transcript45907	HORVU.RGT_PLANET.PROJ.6HG00542760	0.00	0.00	0.00	0.00	0.00	0.00
transcript45909	HORVU.RGT_PLANET.PROJ.6HG00542810	0.00	0.00	0.00	0.00	0.00	0.00
transcript45910	HORVU.RGT_PLANET.PROJ.6HG00542830	0.00	0.00	0.00	0.00	0.00	0.00
transcript45917	HORVU.RGT_PLANET.PROJ.6HG00542890	0.00	0.00	0.00	0.00	0.00	0.00
transcript45920	HORVU.RGT_PLANET.PROJ.6HG00542950	4.39	4.12	4.62	1.87	1.60	2.72
transcript45926	HORVU.RGT_PLANET.PROJ.6HG00543000	0.14	0.04	0.32	0.37	0.46	0.14
transcript45927	HORVU.RGT_PLANET.PROJ.6HG00543030	0.00	0.00	0.00	0.00	0.00	0.00
transcript45929	HORVU.RGT_PLANET.PROJ.6HG00543050	0.00	0.00	0.00	0.00	0.00	0.00
transcript45933	HORVU.RGT_PLANET.PROJ.6HG00543090	0.13	0.11	0.07	0.00	0.00	0.00
transcript45939	HORVU.RGT_PLANET.PROJ.6HG00543150	0.00	0.00	0.00	0.00	0.00	0.00
transcript45940	HORVU.RGT_PLANET.PROJ.6HG00543160	0.00	0.24	0.07	0.00	0.00	0.07
transcript45941	HORVU.RGT_PLANET.PROJ.6HG00543170	0.00	0.00	0.00	0.00	0.00	0.00
transcript45946	HORVU.RGT_PLANET.PROJ.6HG00543220	0.04	0.00	0.00	0.04	0.00	0.04
transcript45947	HORVU.RGT_PLANET.PROJ.6HG00543240	0.00	0.00	0.00	0.00	0.00	0.00
transcript45948	HORVU.RGT_PLANET.PROJ.6HG00543270	0.00	0.00	0.00	0.00	0.00	0.00
transcript45949	HORVU.RGT_PLANET.PROJ.6HG00543280	0.00	0.00	0.00	0.00	0.00	0.00
transcript45954	HORVU.RGT_PLANET.PROJ.6HG00543320	0.00	0.00	0.00	0.06	0.14	0.00
transcript45956	HORVU.RGT_PLANET.PROJ.6HG00543340	0.00	0.00	0.00	0.00	0.00	0.00
transcript45957	HORVU.RGT_PLANET.PROJ.6HG00543350	0.00	0.00	0.00	0.00	0.00	0.00
transcript45959	HORVU.RGT_PLANET.PROJ.6HG00543380	0.00	0.00	0.00	0.00	0.00	0.00
transcript45961	HORVU.RGT_PLANET.PROJ.6HG00543400	0.00	0.00	0.00	0.00	0.00	0.00
transcript45964	HORVU.RGT_PLANET.PROJ.6HG00543430	9.21	9.48	12.26	11.94	11.55	16.03
transcript45967	HORVU.RGT_PLANET.PROJ.6HG00543450	0.00	0.00	0.00	0.00	0.00	0.00
transcript45968	HORVU.RGT_PLANET.PROJ.6HG00543460	0.00	0.00	0.00	0.00	0.00	0.00
transcript45969	HORVU.RGT_PLANET.PROJ.6HG00543470	0.00	0.00	0.00	0.00	0.00	0.00
transcript45970	HORVU.RGT_PLANET.PROJ.6HG00543480	0.00	0.00	0.00	0.00	0.00	0.00
transcript45971	HORVU.RGT_PLANET.PROJ.6HG00543490	0.00	0.00	0.00	0.00	0.00	0.00
transcript45972	HORVU.RGT_PLANET.PROJ.6HG00543500	0.00	0.00	0.00	0.00	0.00	0.00
transcript45973	HORVU.RGT_PLANET.PROJ.6HG00543510	0.00	0.00	0.00	0.00	0.00	0.00
transcript45975	HORVU.RGT_PLANET.PROJ.6HG00543540	0.13	0.04	0.00	0.11	0.00	0.14
transcript45976	HORVU.RGT_PLANET.PROJ.6HG00543560	0.11	0.59	0.16	0.00	0.00	0.00
transcript45977	HORVU.RGT_PLANET.PROJ.6HG00543570	0.00	0.00	0.00	0.00	0.00	0.00
transcript45978	HORVU.RGT_PLANET.PROJ.6HG00543590	0.00	0.00	0.00	0.00	0.00	0.00
transcript45984	HORVU.RGT_PLANET.PROJ.6HG00543650	0.00	0.11	0.00	0.03	0.00	0.03
transcript45990	HORVU.RGT_PLANET.PROJ.6HG00543690	0.00	0.00	0.00	0.00	0.00	0.00
transcript45991	HORVU.RGT_PLANET.PROJ.6HG00543700	0.00	0.00	0.00	0.00	0.00	0.00
transcript45992	HORVU.RGT_PLANET.PROJ.6HG00543710	0.00	0.00	0.00	0.00	0.00	0.00
transcript46003	HORVU.RGT_PLANET.PROJ.6HG00543830	0.00	0.00	0.00	0.00	0.00	0.00
transcript46004	HORVU.RGT_PLANET.PROJ.6HG00543840	0.12	0.10	0.00	0.04	0.16	0.44
transcript46005	HORVU.RGT_PLANET.PROJ.6HG00543850	0.00	0.13	0.15	0.49	0.80	0.93
transcript46009	HORVU.RGT_PLANET.PROJ.6HG00543880	0.00	0.00	0.00	0.00	0.00	0.00
transcript46011	HORVU.RGT_PLANET.PROJ.6HG00543900	0.00	0.00	0.00	0.00	0.00	0.00
transcript46012	HORVU.RGT_PLANET.PROJ.6HG00543910	0.00	0.00	0.00	0.00	0.00	0.00
transcript46021	HORVU.RGT_PLANET.PROJ.6HG00544000	0.04	0.05	0.08	0.04	0.04	0.04
transcript46022	HORVU.RGT_PLANET.PROJ.6HG00544010	0.00	0.00	0.04	0.04	0.00	0.04
transcript46035	HORVU.RGT_PLANET.PROJ.6HG00544140	0.44	0.43	0.41	0.00	0.00	0.07
transcript46040	HORVU.RGT_PLANET.PROJ.6HG00544180	0.00	0.00	0.00	0.00	0.00	0.00
transcript46042	HORVU.RGT_PLANET.PROJ.6HG00544200	0.41	0.66	0.34	0.35	0.23	0.33
transcript46043	HORVU.RGT_PLANET.PROJ.6HG00544210	0.00	0.00	0.00	0.00	0.00	0.00
transcript46044	HORVU.RGT_PLANET.PROJ.6HG00544220	0.00	0.00	0.00	0.00	0.00	0.00
transcript46046	HORVU.RGT_PLANET.PROJ.6HG00544250	0.00	0.00	0.00	0.00	0.00	0.00
transcript46049	HORVU.RGT_PLANET.PROJ.6HG00544300	0.00	0.00	0.00	0.00	0.00	0.00
transcript46057	HORVU.RGT_PLANET.PROJ.6HG00544350	0.00	0.00	0.00	0.00	0.00	0.00
transcript46061	HORVU.RGT_PLANET.PROJ.6HG00544380	0.00	0.00	0.00	0.00	0.00	0.00
transcript46062	HORVU.RGT_PLANET.PROJ.6HG00544390	0.00	0.00	0.00	0.00	0.00	0.00
transcript46063	HORVU.RGT_PLANET.PROJ.6HG00544400	0.00	0.00	0.00	0.00	0.00	0.00
transcript46064	HORVU.RGT_PLANET.PROJ.6HG00544410	0.00	0.00	0.00	0.00	0.00	0.00
transcript46065	HORVU.RGT_PLANET.PROJ.6HG00544420	0.00	0.00	0.00	0.00	0.00	0.00
transcript46066	HORVU.RGT_PLANET.PROJ.6HG00544430	0.00	0.00	0.00	0.00	0.00	0.00
transcript46067	HORVU.RGT_PLANET.PROJ.6HG00544440	0.00	0.00	0.00	0.00	0.00	0.00
transcript46068	HORVU.RGT_PLANET.PROJ.6HG00544450	0.00	0.00	0.00	0.00	0.00	0.00
transcript46073	HORVU.RGT_PLANET.PROJ.6HG00544520	0.00	0.00	0.00	0.00	0.00	0.00
transcript46076	HORVU.RGT_PLANET.PROJ.6HG00544550	0.00	0.00	0.00	0.00	0.00	0.00
transcript46077	HORVU.RGT_PLANET.PROJ.6HG00544560	0.00	0.00	0.00	0.00	0.00	0.00
transcript46078	HORVU.RGT_PLANET.PROJ.6HG00544580	0.00	0.00	0.00	0.00	0.00	0.00
transcript46084	HORVU.RGT_PLANET.PROJ.6HG00544680	0.00	0.00	0.00	0.00	0.00	0.00
transcript46086	HORVU.RGT_PLANET.PROJ.6HG00544720	0.00	0.00	0.00	0.00	0.00	0.00
transcript46087	HORVU.RGT_PLANET.PROJ.6HG00544740	0.00	0.00	0.00	0.00	0.00	0.00
transcript46088	HORVU.RGT_PLANET.PROJ.6HG00544750	0.00	0.00	0.00	0.00	0.00	0.00
transcript46089	HORVU.RGT_PLANET.PROJ.6HG00544770	0.00	0.00	0.00	0.00	0.00	0.00
transcript46094	HORVU.RGT_PLANET.PROJ.6HG00544810	0.00	0.00	0.00	0.00	0.00	0.00
transcript46095	HORVU.RGT_PLANET.PROJ.6HG00544820	0.00	0.00	0.06	0.00	0.00	0.00
transcript46097	HORVU.RGT_PLANET.PROJ.6HG00544830	0.00	0.00	0.00	0.00	0.00	0.00
transcript46104	HORVU.RGT_PLANET.PROJ.6HG00544890	0.09	0.57	1.36	0.08	0.09	0.06
transcript46105	HORVU.RGT_PLANET.PROJ.6HG00544910	0.00	0.00	0.00	0.00	0.00	0.00
transcript46108	HORVU.RGT_PLANET.PROJ.6HG00544940	0.00	0.00	0.00	0.00	0.00	0.00
transcript46111	HORVU.RGT_PLANET.PROJ.6HG00544980	0.00	0.00	0.00	0.00	0.00	0.00
transcript46112	HORVU.RGT_PLANET.PROJ.6HG00544990	0.00	0.00	0.00	0.00	0.00	0.00
transcript46115	HORVU.RGT_PLANET.PROJ.6HG00545030	0.00	0.00	0.00	0.00	0.00	0.00
transcript46121	HORVU.RGT_PLANET.PROJ.6HG00545070	0.03	0.00	0.10	0.00	0.00	0.03
transcript46124	HORVU.RGT_PLANET.PROJ.6HG00545110	0.00	0.00	0.00	0.00	0.00	0.00
transcript46130	HORVU.RGT_PLANET.PROJ.6HG00545170	0.00	0.00	0.00	0.00	0.00	0.00
transcript46131	HORVU.RGT_PLANET.PROJ.6HG00545180	0.00	0.00	0.00	0.00	0.00	0.00
transcript46134	HORVU.RGT_PLANET.PROJ.6HG00545210	0.00	0.00	0.00	0.00	0.00	0.00
transcript46135	HORVU.RGT_PLANET.PROJ.6HG00545220	0.00	0.00	0.00	0.00	0.00	0.00
transcript46136	HORVU.RGT_PLANET.PROJ.6HG00545230	0.00	0.00	0.00	0.00	0.00	0.00
transcript46137	HORVU.RGT_PLANET.PROJ.6HG00545240	0.00	0.00	0.00	0.00	0.00	0.00
transcript46138	HORVU.RGT_PLANET.PROJ.6HG00545250	0.00	0.00	0.00	0.00	0.00	0.00
transcript46140	HORVU.RGT_PLANET.PROJ.6HG00545260	0.00	0.00	0.00	0.00	0.00	0.00
transcript46141	HORVU.RGT_PLANET.PROJ.6HG00545270	0.05	0.00	0.00	0.00	0.00	0.00
transcript46143	HORVU.RGT_PLANET.PROJ.6HG00545280	0.00	0.00	0.00	0.00	0.00	0.00
transcript46145	HORVU.RGT_PLANET.PROJ.6HG00545310	0.00	0.00	0.00	0.00	0.00	0.00
